[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.10549645 0.30348676]	[-0.14217921  0.29194877]
[0.36833524 0.99140979]	[1.92171825 6.682274  ]
[0.7296144  0.95104213]	[0.93316972 7.52681984]
[0.71215941 0.91425622]	[2.35956504 4.8082156 ]
[0.6202055  0.56970043]	[1.72453103 4.05319909]
[0.98376071 0.51070753]	[1.83279538 5.8386541 ]
[0.56818881 0.20610629]	[0.56493479 3.33135898]
[0.7050993  0.26542852]	[1.30653023 3.55585955]
[0.73840019 0.77457655]	[3.42085698 6.16734791]
[0.8219795  0.42358306]	[2.47231304 4.46392289]
[0.19217313 0.49261552]	[0.07131559 2.3183914 ]
[0.49456194 0.3016986 ]	[-0.27857006  3.24229626]
[0.4738954  0.53365559]	[1.87269947 1.02115842]
[0.26777227 0.15701577]	[ 1.72865793 -0.25956779]
[0.02314279 0.81764078]	[2.03398763 4.47876052]
[0.03492482 0.20085646]	[-0.47279359  2.32471034]
[0.30061958 0.38895731]	[0.67104016 1.21256947]
[0.08440222 0.27408372]	[0.00235766 1.06113759]
[0.77098008 0.24199317]	[1.67135797 3.74623099]
[0.04936972 0.4023175 ]	[0.7903795 2.3655828]
[0.10714287 0.22681053]	[ 1.86441921 -0.37525856]
[0.52501877 0.52403056]	[0.81386603 4.97073706]
[0.73993876 0.20623329]	[-0.09778403  3.0893197 ]
[0.87401352 0.91385291]	[1.11999444 5.44966056]
[0.92001942 0.82822955]	[0.56190092 7.25253479]
[0.40483729 0.47822888]	[0.44502232 3.6368476 ]
[0.83577704 0.19772678]	[0.82928277 1.82959365]
[0.33194212 0.01416553]	[-0.55840466  1.08568161]
[0.51559678 0.51324714]	[1.49424995 2.6845593 ]
[0.735049   0.29946387]	[1.02823314 1.33623527]
[0.34485876 0.36888338]	[-1.63275339  3.35501429]
[0.6666314  0.88041458]	[0.76706955 5.91650087]
[0.40165626 0.4988151 ]	[1.0828145  0.35931295]
[0.90114268 0.82094999]	[3.90607107 4.86958019]
[0.19076552 0.23811402]	[0.96578173 1.56253513]
[0.32123457 0.59374977]	[2.66001819 2.28997941]
[0.14189816 0.21021674]	[1.10857883 1.69795111]
[0.09447727 0.86026422]	[1.53578628 4.12145722]
[0.54002844 0.78149759]	[2.54200237 3.40401711]
[0.43588711 0.8881382 ]	[2.62551403 4.6555406 ]
[0.58409645 0.79881714]	[2.48668743 5.23136564]
[0.44034049 0.09734367]	[0.44864713 1.2159572 ]
[0.78030816 0.46898606]	[1.94342885 5.10279387]
[0.8644223  0.24794202]	[0.84341269 2.62780903]
[0.57995557 0.52755463]	[3.38318602 5.06402331]
[0.87397399 0.39349887]	[0.12554579 3.91338142]
[0.57003496 0.8118548 ]	[1.69707933 5.7836383 ]
[0.66027771 0.09011099]	[0.14058935 2.57593665]
[0.74483393 0.65993267]	[1.81372601 5.75579619]
[0.56560421 0.09439054]	[1.01543545 2.04219215]
[0.23443872 0.41227897]	[2.06178533 2.81888367]
[0.61914351 0.84757138]	[1.94527208 5.06232681]
[0.16219438 0.28022526]	[2.04476741 1.28559421]
[0.11850299 0.83801947]	[2.63267346 1.95708997]
[0.04941299 0.52542326]	[1.6850499  1.20286577]
[0.75598994 0.20189964]	[0.46928691 3.9600813 ]
[0.06535005 0.06952696]	[-1.37560254  2.44011227]
[0.09946648 0.91850247]	[-0.15859859  3.70964466]
[0.43653327 0.32553069]	[-1.51825511  1.38611609]
[0.90151791 0.48698663]	[0.30400546 4.76229745]
[0.08386609 0.21661141]	[ 1.28405316 -0.016247  ]
[0.10527536 0.16906053]	[2.47701403 1.33099543]
[0.77681883 0.15119586]	[2.28447498 2.50954262]
[0.74444997 0.48426827]	[0.00663924 3.92034397]
[0.12048002 0.37575457]	[-0.77743571  2.59268524]
[0.97808664 0.89881548]	[1.93548245 6.23026477]
[0.15537894 0.66925757]	[2.09431188 4.52987321]
[0.47065509 0.09849641]	[0.58450199 3.00462184]
[0.35860234 0.91490279]	[3.70550786 4.04969186]
[0.22946452 0.32504064]	[0.9290416  3.48516497]
[0.03950797 0.75248347]	[1.49895805 2.51787917]
[0.04281271 0.3199472 ]	[0.41045438 1.35306239]
[0.84279205 0.46340949]	[1.43527898 4.27361861]
[0.36774716 0.43580819]	[0.72092617 0.64722075]
[0.97577829 0.71894862]	[2.87083826 5.83514916]
[0.1243075  0.53027224]	[0.88267221 1.47652285]
[0.12888857 0.48487964]	[1.84280076 2.39279697]
[0.11106747 0.78580598]	[1.44314048 3.17586816]
[0.96446509 0.12891044]	[1.97591781 3.66885989]
[0.35272031 0.47383209]	[1.03898932 1.9034882 ]
[0.09351539 0.53651822]	[-0.08798484  2.08320784]
[0.03576479 0.91918005]	[1.89600648 4.28264656]
[0.72583038 0.47250995]	[2.60055396 4.91608778]
[0.45425111 0.73418126]	[0.76233178 4.48136962]
[0.57864504 0.44935828]	[1.05296115 2.54924768]
[0.7779846 0.5540546]	[3.96465978 3.78809732]
[0.83263891 0.88621578]	[3.56165892 6.92268149]
[0.02296845 0.50402484]	[1.48684835 2.63822794]
[0.58677157 0.55966452]	[1.67641006 3.3510956 ]
[0.9479741  0.34167458]	[1.4520022 3.688373 ]
[0.02138581 0.71745833]	[1.1466251  3.52524997]
[0.57147128 0.40811092]	[1.29076503 2.67773938]
[0.62987848 0.12159814]	[0.4678718  3.51377677]
[0.94092346 0.64671414]	[2.7020211 5.4369036]
[0.55592303 0.44345001]	[3.61427812 1.15099326]
[0.73796417 0.81235399]	[1.25435206 3.92449039]
[0.59249018 0.79210667]	[3.36804086 5.84967415]
[0.26495567 0.89138367]	[2.76716752 5.70730905]
[0.9156062  0.90751828]	[4.41632484 5.3340257 ]
[0.2961937  0.41652205]	[1.22578278 3.27301878]
[0.37095456 0.52250265]	[2.06706053 1.92593314]
[0.39189574 0.43837067]	[1.23220279 2.0320646 ]
[0.84762224 0.20038789]	[1.14708209 2.19476455]
[0.31764451 0.42737193]	[0.81121407 2.56396253]
[0.83263917 0.76232454]	[2.00972875 5.67803173]
[0.18447041 0.58547002]	[0.7753607  1.69767449]
[0.78710691 0.43923673]	[2.24114927 3.45992566]
[0.10133962 0.71122648]	[3.09665049 2.89675227]
[0.17044934 0.34770266]	[0.65294381 2.70180277]
[0.61304783 0.8294472 ]	[1.25378403 5.67700183]
[0.90888826 0.65471215]	[3.95379628 4.37358167]
[0.31691881 0.00187961]	[1.0961415  1.24763924]
[0.26734711 0.06181298]	[0.18890818 0.18999308]
[0.97552619 0.48465668]	[0.37219319 3.8051705 ]
[0.47479986 0.73880564]	[0.81682047 2.75299977]
[0.99343103 0.0330558 ]	[1.06980204 2.89897535]
[0.48031059 0.46007647]	[1.19503781 0.88473052]
[0.17936705 0.29086603]	[0.66176756 2.76580287]
[0.46898281 0.10434669]	[1.85552494 0.7943297 ]
[0.20767368 0.01388317]	[ 0.31822281 -0.27567125]
[0.25948366 0.45287703]	[0.88384253 4.36214182]
[0.27269514 0.02316676]	[ 1.57353279 -0.0930973 ]
[0.85177719 0.59038393]	[-0.15103869  3.91554484]
[0.58609693 0.24226437]	[2.60623487 3.43329939]
[0.36536213 0.1578707 ]	[0.61287846 2.72294011]
[0.35319102 0.75552222]	[2.78415593 2.55139447]
[0.46677951 0.71881165]	[2.38582905 4.11200989]
[0.81361804 0.73403406]	[1.81658496 3.51789239]
[0.47440572 0.94895836]	[0.72116262 4.36571647]
[0.89288497 0.08118308]	[2.32382781 4.23182443]
[0.16266208 0.88306223]	[0.96222566 3.17050434]
[8.59257728e-01 7.48137903e-04]	[1.18705568 4.09188484]
[0.16778862 0.36724326]	[2.59942744 0.66192255]
[0.24730725 0.88268505]	[1.03421308 5.93648154]
[0.86369398 0.65296359]	[2.5252943  5.54731412]
[0.85464207 0.70277015]	[3.11397058 4.96443289]
[0.68884346 0.25622181]	[1.35661874 1.83821107]
[0.12558574 0.9222739 ]	[1.04198572 5.50798029]
[0.91312631 0.78196005]	[2.66684121 5.32412348]
[0.3207649  0.32463362]	[1.29217353 0.6761812 ]
[0.34767541 0.26165822]	[0.03412912 0.88999783]
[0.27458354 0.27052999]	[2.11483837 0.31927865]
[0.27300145 0.56129473]	[0.64332194 2.96727768]
[0.99253594 0.27949697]	[0.92622158 3.77937542]
[0.27481848 0.06403376]	[ 0.49283834 -0.57294838]
[0.06256806 0.4679034 ]	[0.75082752 0.34360516]
[0.67938747 0.42630245]	[1.38419983 3.32323293]
[0.29125074 0.40100729]	[0.21282299 0.97668001]
[0.19189931 0.1005078 ]	[-0.40542162  0.43577906]
[0.42465491 0.64098066]	[2.47325384 3.99885578]
[0.41218166 0.565704  ]	[1.85933411 3.26519663]
[0.46548519 0.63437029]	[0.98461307 5.42458083]
[0.84839416 0.48636438]	[3.96456136 5.52291676]
[0.9837592 0.8978854]	[4.07340047 5.55760667]
[0.13836997 0.88692101]	[1.30010409 4.08418387]
[0.99849128 0.45393263]	[3.84781869 3.88490011]
[0.69619441 0.77898977]	[3.24145212 4.22430104]
[0.04755029 0.48404724]	[2.89004372 2.66277049]
[0.25195492 0.35956027]	[1.69491138 1.62175261]
[0.41993323 0.5861094 ]	[1.97750529 2.29104444]
[0.20252373 0.08683952]	[0.6842703  1.51883034]
[0.60476376 0.15039032]	[2.17673507 2.07339344]
[0.2019725  0.95916979]	[2.1032468  4.10116657]
[0.83198488 0.63643927]	[2.46238544 5.16253498]
[0.01308253 0.32645494]	[1.98867944 2.30471821]
[0.58160494 0.31935378]	[0.81993818 4.47531906]
[0.50197156 0.56426417]	[2.32583848 3.6670099 ]
[0.00821721 0.1582506 ]	[2.30022184 0.90087129]
[0.81216351 0.71667481]	[3.70931356 5.57815479]
[0.04751058 0.33046599]	[1.0012486 0.9773929]
[0.8217955  0.92906917]	[2.17079542 5.1216905 ]
[0.79137039 0.41445417]	[1.77430454 3.54029385]
[0.03662859 0.05946146]	[-2.33434115  2.0667431 ]
[0.27073373 0.80278602]	[0.98791874 4.36752325]
[0.20151374 0.21180954]	[2.33679559 1.27715691]
[0.65426657 0.55587991]	[2.30070505 4.62412332]
[0.9515066  0.07724532]	[-0.14530865  3.31567951]
[0.34451093 0.10974986]	[-0.62080082  1.7865655 ]
[0.31381962 0.16182853]	[-0.55828193  2.72648726]
[0.96087581 0.10966746]	[2.76001305 5.51660237]
[0.0533592  0.45582601]	[1.51757687 2.00363072]
[0.48955773 0.89884925]	[2.59093981 4.68606787]
[0.24564831 0.78763105]	[0.94330782 3.55828098]
[0.9770561  0.29697853]	[0.61253718 5.61390747]
[0.37685837 0.11049893]	[0.47069778 1.73929514]
[0.40859202 0.69519146]	[1.40048183 3.06105044]
[0.80171758 0.79756669]	[2.77562736 6.11428604]
[0.64266163 0.22554723]	[2.22750594 3.92675523]
[0.90041163 0.97684652]	[2.31475936 5.11958849]
[0.5978163  0.97790344]	[2.81437036 6.69959865]
[0.85634833 0.16835436]	[1.13133826 3.20781545]
[0.58075311 0.0164356 ]	[1.8382264  2.35120185]
[0.4894446  0.24704888]	[1.80409883 1.32903529]
[0.69900062 0.08118612]	[-0.19677678  2.59110746]
[0.14420448 0.21018968]	[1.30833455 1.02658378]
[0.92514577 0.15779564]	[0.25379234 3.86670582]
[0.38425784 0.6066788 ]	[1.2553187  3.02558353]
[0.70733404 0.34484303]	[1.71729797 2.58534205]
[0.15732917 0.29315613]	[0.89087442 1.21869836]
[0.98350996 0.01724258]	[1.67059251 4.15079075]
[0.1624024  0.17934387]	[-0.14707612  2.58084562]
[0.71706005 0.31928863]	[1.84186698 4.26706473]
[0.88974019 0.26056458]	[2.61394969 3.16382604]
[0.67297249 0.9350259 ]	[2.88886031 5.66803692]
[0.60841094 0.17244339]	[1.08676298 1.87004262]
[0.93599913 0.38446079]	[2.7354683  4.99831348]
[0.25742918 0.62080811]	[2.37078969 3.98572855]
[0.89009815 0.05103149]	[1.31472556 4.47678458]
[0.18748522 0.70815481]	[1.29292159 3.40729698]
[0.60061364 0.13399815]	[1.15046901 3.06242472]
[0.16769739 0.51937042]	[0.9815402  1.79793097]
[0.98144823 0.06625428]	[1.74824925 1.71970652]
[0.70504213 0.16887323]	[0.74694256 4.10671967]
[0.77233405 0.1540254 ]	[1.72141427 3.78467382]
[0.694722   0.54938767]	[2.25397988 4.41555853]
[0.62240378 0.46585613]	[2.60146215 3.85146115]
[0.49144438 0.33770505]	[1.31902173 1.87333346]
[0.72492675 0.89890155]	[3.69666366 6.4033399 ]
[0.42270288 0.69432992]	[2.0459584  5.55703989]
[0.2122134  0.97210576]	[0.90838777 2.49651929]
[0.75331047 0.29722183]	[0.62386779 3.42102765]
[0.30755961 0.45963006]	[1.72641132 1.58100401]
[0.54269815 0.86282572]	[3.10289771 5.50688562]
[0.65970329 0.06534409]	[1.61826133 1.85052562]
[0.72792664 0.16299711]	[0.0831823  2.19497466]
[0.20898118 0.87427553]	[1.96367082 2.52644455]
[0.40171908 0.3727495 ]	[-0.4850687   1.68444587]
[0.70901744 0.14986222]	[1.9567243  3.04634148]
[0.31107934 0.8330868 ]	[1.53719986 5.40947516]
[0.39836538 0.76442387]	[1.4991683  3.86459346]
[0.24159391 0.54842268]	[2.72875576 3.09283174]
[0.328927   0.22322643]	[0.34249219 0.86537027]
[0.55369559 0.08062328]	[0.43019749 2.22951782]
[0.76044912 0.81666297]	[1.52042424 5.60454567]
[0.44513722 0.31221237]	[0.21140876 3.37268574]
[0.68602974 0.89644671]	[1.8962832  8.32120705]
[0.41493961 0.1696434 ]	[ 0.0493429  -0.70397127]
[0.6805073  0.06241969]	[1.35759732 1.44298985]
[0.83596694 0.58561007]	[2.44027037 4.72144581]
[0.28650335 0.7261401 ]	[3.11385498 4.80789369]
[0.94581446 0.96097958]	[3.30353819 6.51433535]
[0.09633659 0.43592254]	[1.61751199 2.12942501]
[0.2646809  0.13450314]	[-0.62685938  0.83600136]
[0.5168785  0.11776185]	[-0.60668025  1.52982455]
[0.52595153 0.80288319]	[1.21333971 4.56033484]
[0.8276997  0.92807945]	[1.65285635 6.18494151]
[0.29364829 0.61461836]	[0.55916193 2.67329711]
[0.64058863 0.91891307]	[2.67317061 6.5448992 ]
[0.74221668 0.77014536]	[1.64391244 4.55631847]
[0.64738044 0.64251487]	[2.03849703 3.72459747]
[0.24278832 0.49721033]	[0.87831039 1.838272  ]
[0.01572648 0.1280992 ]	[0.27639365 0.11245498]
[0.17887365 0.1712273 ]	[-1.23622805  0.87521225]
[0.1074144  0.91318701]	[1.16774327 3.41322082]
[0.0350455  0.04320844]	[0.4926919  0.21075979]
[0.53213736 0.04490801]	[-0.03989532  1.54098902]
[0.23235168 0.45299751]	[1.20353776 3.94452984]
[0.36070137 0.70455731]	[0.83196094 4.11702322]
[0.23041245 0.5644163 ]	[0.40763991 3.36302507]
[0.19295173 0.07087962]	[ 0.63518445 -0.18594771]
[0.21641668 0.71557967]	[2.48881492 3.37547965]
[0.45057119 0.31204445]	[1.9703633  3.83494685]
[0.81679928 0.46610229]	[1.61614273 4.03758694]
[0.364563   0.37961565]	[1.25946301 2.86743479]
[0.92757493 0.0787977 ]	[2.73315667 3.85245928]
[0.75799577 0.4066568 ]	[3.07476176 3.72501117]
[0.93625323 0.53773461]	[1.52441123 4.79725484]
[0.5967854  0.39303318]	[0.25012871 2.60925855]
[0.86240797 0.04794495]	[-0.77121828  0.56152101]
[0.85270653 0.80490738]	[1.87675351 6.14115088]
[0.50580993 0.61953461]	[2.59559867 5.65397859]
[0.50326775 0.4332385 ]	[1.28943646 2.47161034]
[0.09269905 0.32255021]	[-0.10527123  2.86301309]
[0.4717727  0.27927065]	[0.30672236 3.12986419]
[0.40774556 0.49917851]	[1.53904883 0.90640309]
[0.07893417 0.72106733]	[2.32279608 2.65705666]
[0.48938358 0.59216264]	[1.93744621 3.637033  ]
[0.88295835 0.98042467]	[3.20291185 7.30674137]
[0.37991896 0.07812017]	[2.22544766 0.25530577]
[0.42656357 0.99358213]	[1.77744499 3.47586281]
[0.75000884 0.74932153]	[2.60250946 4.32628224]
[0.47489295 0.72144631]	[1.19128811 4.43221009]
[0.17149716 0.04796998]	[0.86766384 1.20555504]
[0.42038178 0.74097698]	[3.37375938 5.54660788]
[0.95615451 0.3496864 ]	[3.05663043 3.06123151]
[0.47355307 0.53707401]	[0.88437097 3.75753996]
[0.70173273 0.55623977]	[1.63112731 4.75388991]
[0.5769754  0.76856302]	[2.4639038  6.24279232]
[0.57652823 0.42250267]	[1.67268145 4.95333068]
[0.37840773 0.53831784]	[3.53407604 3.60134007]
[0.52209762 0.74014814]	[0.43117117 2.78491693]
[0.44404231 0.48191609]	[0.3333844  2.53525275]
[0.6418898  0.68385573]	[1.71857751 4.79504768]
[0.52980101 0.74673373]	[2.70368141 3.68287248]
[0.37479129 0.02154109]	[-0.95088781  0.73709642]
[0.55955296 0.44370029]	[2.38470179 3.99158171]
[0.11778101 0.44957529]	[0.64267885 1.71458594]
[0.74412258 0.34966584]	[2.03399877 0.90490136]
[0.93863658 0.58406862]	[1.39230354 6.21945551]
[0.80496114 0.60058621]	[3.9463627  2.52603133]
[0.98702134 0.24529273]	[2.3335255  4.31803828]
[0.36765804 0.72481388]	[4.0880785 3.4834332]
[0.72074565 0.16478181]	[0.41302564 1.45973386]
[0.42052596 0.7119445 ]	[1.06282264 6.50452011]
[0.49657297 0.14110244]	[3.30902636 1.40963865]
[0.66573933 0.06655199]	[-0.02432001  2.92042591]
[0.31284509 0.35232033]	[0.10998167 1.03548388]
[0.86213853 0.24821572]	[2.78933245 3.05512791]
[0.11721472 0.6472156 ]	[1.59525821 3.66111487]
[0.46945164 0.53921133]	[1.2123995  4.89416872]
[0.80358222 0.30848396]	[1.55632512 4.12909213]
[0.82588105 0.04170007]	[3.28708093 1.30682678]
[0.65097227 0.17807806]	[0.89200164 3.10680147]
[0.40040636 0.78010884]	[0.02075944 4.12610993]
[0.59125923 0.94683245]	[4.44033392 4.76306399]
[0.56394652 0.82170943]	[1.22886894 3.96138916]
[0.99022768 0.46375079]	[2.77632681 4.6119381 ]
[0.06517695 0.25388822]	[0.45390636 3.24722518]
[0.50160631 0.0406612 ]	[0.11583589 2.74474747]
[0.54468377 0.76508695]	[2.66175229 5.9546153 ]
[0.79325351 0.81939671]	[2.02680829 4.96152085]
[0.90948724 0.40024941]	[1.77856987 4.90543785]
[0.16772549 0.59859535]	[2.27860271 2.83318327]
[0.92278206 0.47064254]	[2.20629927 4.84852548]
[0.85438856 0.40102029]	[1.46075463 4.81485393]
[0.2945753  0.60523955]	[1.93975245 3.86808199]
[0.35622584 0.61409993]	[0.96265734 2.37486513]
[0.79066761 0.56140978]	[2.32465463 5.18069883]
[0.00668424 0.35189148]	[0.3616187  1.34611645]
[0.64638604 0.15279638]	[0.61172268 2.37062038]
[0.18454455 0.03019712]	[1.22332561 0.21235711]
[0.88568519 0.35757182]	[2.8166894  3.41307006]
[0.22555849 0.66068498]	[1.47180332 3.42806582]
[0.9868628  0.68756122]	[1.58653861 4.81795791]
[0.302392   0.43809186]	[0.6140532  3.62284934]
[0.56054838 0.23641302]	[1.13563195 3.01256452]
[0.55567431 0.02085671]	[-0.14300495  2.74248623]
[0.66039122 0.8418071 ]	[1.6678121  4.52765961]
[0.13235652 0.42233616]	[0.18487088 1.42596177]
[0.71854948 0.94761774]	[2.55743518 7.81870405]
[0.15803058 0.49829608]	[2.32713225 3.00701651]
[0.12510742 0.30957346]	[0.79601646 1.02623942]
[0.1127185  0.46744502]	[-0.2530849   2.48836462]
[0.87097465 0.63364382]	[2.63153966 5.11310716]
[0.81729724 0.78576724]	[2.34991537 5.78636028]
[0.45617358 0.19457576]	[0.55164348 0.55303878]
[0.98468388 0.74956849]	[2.2359887  7.11103331]
[0.83653056 0.77342136]	[4.58060483 4.83054523]
[0.23118476 0.09157365]	[-0.20947271  1.6650646 ]
[0.84509832 0.58660921]	[3.31442441 4.00006921]
[0.96554594 0.7489375 ]	[3.76868255 5.02612572]
[0.623211  0.6491992]	[0.51601278 2.43185987]
[0.48443749 0.5393658 ]	[2.094493   2.21290944]
[0.98108863 0.98714556]	[2.30225226 6.56371064]
[0.10359455 0.0970245 ]	[-0.44646542  0.36959224]
[0.75249581 0.77933035]	[1.88401563 5.93257734]
[0.54717738 0.36680925]	[-0.50215004  4.57113902]
[0.79841615 0.1829772 ]	[2.07724455 2.30190751]
[0.96765749 0.65957573]	[2.47459259 6.57163299]
[0.22498008 0.53646236]	[3.61390201 2.8916583 ]
[0.66946988 0.50022816]	[2.29366038 2.43912626]
[0.13250053 0.85359316]	[3.29647481 4.58189628]
[0.7927624  0.66400541]	[0.62623651 4.90138422]
[0.31036279 0.29083059]	[0.03906838 2.69628371]
[0.50687855 0.16983028]	[1.33781386 1.69583045]
[0.00672801 0.99947303]	[2.69477834 2.68039864]
[0.38425789 0.82550313]	[1.47511973 3.92966617]
[0.20621985 0.61193931]	[1.52735259 2.23604306]
[0.60101674 0.56000751]	[-0.63464891  4.5214333 ]
[0.1193209  0.23769408]	[0.62237282 2.3163323 ]
[0.34216159 0.39059188]	[0.98242065 3.13129819]
[0.46564796 0.53761877]	[2.98688248 3.48874996]
[0.01596134 0.38232643]	[2.21494041 0.78882377]
[0.96689844 0.71960432]	[1.36492516 5.25826553]
[0.88536957 0.22477648]	[-0.05496094  4.73950467]
[0.75552878 0.30336058]	[2.374811   1.83745175]
[0.89825492 0.00393037]	[0.93744725 2.29911038]
[0.52286529 0.55874228]	[2.90145734 2.28391515]
[0.84221669 0.90683922]	[1.90187435 4.81687219]
[0.79959587 0.81753209]	[4.58297553 3.19778418]
[0.03117411 0.07596848]	[ 0.59986494 -0.52409971]
[0.53464916 0.89965735]	[1.68037072 6.82430664]
[0.72841789 0.29071058]	[0.90221169 3.04288966]
[0.56107643 0.60157986]	[3.25447832 3.62370483]
[0.05172188 0.53206111]	[2.01379518 1.0884918 ]
[0.19098771 0.02252751]	[-0.15740176  0.53897014]
[0.23147505 0.58556321]	[1.75882197 3.54493747]
[0.82050381 0.27113549]	[2.23643439 2.89645219]
[0.79299561 0.7177377 ]	[0.89968144 6.5969608 ]
[0.99378307 0.53904691]	[1.00688418 6.10329213]
[0.9049928  0.40668658]	[0.99371493 3.78895997]
[0.76443912 0.2959426 ]	[0.58593851 1.81407896]
[0.77269102 0.89386793]	[3.84854044 5.77143074]
[0.09633904 0.50511072]	[-0.32742254  1.97569955]
[0.7405937 0.6972348]	[2.1939571  4.59282315]
[0.66574188 0.66290955]	[1.92503863 4.02230829]
[0.74459056 0.38281704]	[3.08956274 3.86174852]
[0.1779398  0.56584925]	[1.44489164 2.4976405 ]
[0.40716569 0.69528624]	[0.92168312 2.05043289]
[0.77013232 0.96979157]	[3.51128014 6.24903755]
[0.91325882 0.92490762]	[4.16160049 7.30226907]
[0.56798451 0.12821629]	[0.11297454 1.21023833]
[0.17429401 0.24890372]	[-0.5246274   0.95960242]
[0.46789916 0.40729229]	[2.82775806 1.49706326]
[0.18519017 0.00305595]	[0.52380829 0.0987299 ]
[0.46966516 0.23510427]	[2.3143252 2.9902156]
[0.41358089 0.98256065]	[1.48873857 6.63983548]
[0.05081005 0.80823963]	[2.65612018 3.82647615]
[0.35732552 0.26550001]	[1.41227013 1.94100923]
[0.37881348 0.10754771]	[1.54924648 0.71356788]
[0.07086208 0.84101032]	[1.49284828 5.45049146]
[0.05444359 0.09319271]	[0.45198306 1.08090429]
[0.32077724 0.74307463]	[1.74427733 1.92689367]
[0.00158362 0.20151546]	[0.48217996 0.85674104]
[0.54384676 0.46927907]	[1.5666192  3.67175984]
[0.42908599 0.40792526]	[2.31846263 2.98987401]
[0.17823997 0.45270728]	[0.65300577 3.17703693]
[0.52640749 0.3020529 ]	[2.22937646 4.02404049]
[0.1113166  0.84029105]	[2.14032225 4.30589774]
[0.59025204 0.45665255]	[2.34004105 3.92243571]
[0.0054934 0.9116695]	[2.91983759 4.35223355]
[0.56685929 0.40572293]	[1.40640763 4.0832785 ]
[0.38058086 0.46535963]	[1.55725484 3.9262431 ]
[0.93848131 0.57077778]	[3.15656415 3.11176384]
[0.68031497 0.25536533]	[1.00207393 2.51586121]
[0.42865436 0.72348429]	[1.80776432 4.94284344]
[0.11707938 0.72303148]	[0.67097211 3.15552582]
[0.30852465 0.32609649]	[0.6755088  0.51175817]
[0.12788262 0.87476833]	[2.0313902  5.51710501]
[0.23533498 0.58167503]	[1.05359807 4.77830321]
[0.87229779 0.86901362]	[0.50736802 5.50053565]
[0.07959546 0.3906696 ]	[3.63923274 0.8924128 ]
[0.25182631 0.98587572]	[1.92141147 4.57266534]
[0.66033501 0.83663905]	[1.12489284 5.1128569 ]
[0.63133399 0.54023909]	[-0.11436235  3.53484351]
[0.60577556 0.54114232]	[1.98279011 4.48910349]
[0.97531034 0.2958991 ]	[0.84558677 3.76541691]
[0.55451048 0.9811375 ]	[0.01985112 6.89687065]
[0.60736579 0.2351933 ]	[0.62887883 5.38450302]
[0.74587806 0.3827408 ]	[2.46204307 2.99182843]
[0.65619877 0.726626  ]	[2.2385409  5.59381208]
[0.0089072 0.9479352]	[0.72742172 3.33920643]
[0.18696899 0.21695035]	[1.55439086 1.61945777]
[0.62657567 0.38543399]	[1.9018234  4.02412782]
